dog_id,registered_name,call_name,sex,color,birth_date,death_date,age_at_death_years,registration_number,dna_number,microchip,sire_name,sire_id,dam_name,dam_id,breeder_name,breeder_id,kennel_name,owner_name,owner_id,hip_rating,elbow_rating,heart_rating,eye_rating,dm_status,titles,image_url,image_path,profile_url
7906,BEHKOL PINES LANCER OF VINES,,Male,,,,,,,,BROKEN OAKS DIETER V ARJANA,,VINES B-K THE DANCING WIND,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=7906
7906.0,BEHKOL PINES LANCER OF VINES,,Male,,,,,,,,BROKEN OAKS DIETER V ARJANA,,VINES B-K THE DANCING WIND,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=7906.0
33070,BELL'S GRISWALD,,Male,,,,,,,,CHARLY V WYGARTENRAIN,,SILBERTAHL'S ONCE UPON A TIME,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=33070
33070.0,BELL'S GRISWALD,,Male,,,,,,,,CHARLY V WYGARTENRAIN,,SILBERTAHL'S ONCE UPON A TIME,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=33070.0
126929,BELLA,,Female (spayed),,,,,,,,OCTOBER'S ADELSTEN V AYEHLI,,VILLAIRNS STELLARIS CASINO,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG126929-1.jpg|https://bernergarde.org/DB/photos/Dog/BG126929-1.jpg,output/images/dog_126929_0.jpg|output/images/dog_126929_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=126929
128923.0,BELLA,,Female,,,,,,,,FREE SOUL MOCNY AKORD,,MIKES UTI GINELLI,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=128923.0
126929.0,BELLA,,Female (spayed),,,,,,,,OCTOBER'S ADELSTEN V AYEHLI,,VILLAIRNS STELLARIS CASINO,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG126929-1.jpg|https://bernergarde.org/DB/photos/Dog/BG126929-1.jpg,output/images/dog_126929_0.jpg|output/images/dog_126929_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=126929.0
95109.0,BELLA,,Female,,,,,,,,TUFF ENUF LOUIE,,AUDELIA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=95109.0
128923,BELLA,,Female,,,,,,,,FREE SOUL MOCNY AKORD,,MIKES UTI GINELLI,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=128923
95109,BELLA,,Female,,,,,,,,TUFF ENUF LOUIE,,AUDELIA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=95109
188835.0,BELLA MARSHALL,,Female,,,,,,,956000 ...,CASCADEMTN MONTANA'S GOSTISLAV,,FIESTA DE NEBOA DE MEIGAS,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG188835-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG188835-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG188835-1.jpeg,output/images/dog_188835_0.jpg|output/images/dog_188835_1.jpg|output/images/dog_188835_2.jpg,https://bernergarde.org/DB/Dog_Detail?DID=188835.0
188835,BELLA MARSHALL,,Female,,,,,,,956000 ...,CASCADEMTN MONTANA'S GOSTISLAV,,FIESTA DE NEBOA DE MEIGAS,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG188835-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG188835-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG188835-1.jpeg,output/images/dog_188835_0.jpg|output/images/dog_188835_1.jpg|output/images/dog_188835_2.jpg,https://bernergarde.org/DB/Dog_Detail?DID=188835
20078.0,BELLA MOONLIGHT SONATA,,Female,,,,,,,,SOMOSBERKI FELIX,,BRITA BERNSAP,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=20078.0
20078,BELLA MOONLIGHT SONATA,,Female,,,,,,,,SOMOSBERKI FELIX,,BRITA BERNSAP,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=20078
211772.0,BELLA ROSA'S XOXO DOLCE AMORE V CAR-RAE,,Female,,,,,,,956000 ...,ANDRES RIOMADEA GRANDE,,CAR-RAE'S SECRETS OF LOVE,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG211772-3.jpg|https://bernergarde.org/DB/photos/Dog/BG211772-3.jpg|https://bernergarde.org/DB/photos/Dog/BG211772-1.jpg|https://bernergarde.org/DB/photos/Dog/BG211772-2.jpg|https://bernergarde.org/DB/photos/Dog/BG211772-4.jpg,output/images/dog_211772_0.jpg|output/images/dog_211772_1.jpg|output/images/dog_211772_2.jpg|output/images/dog_211772_3.jpg|output/images/dog_211772_4.jpg,https://bernergarde.org/DB/Dog_Detail?DID=211772.0
211772,BELLA ROSA'S XOXO DOLCE AMORE V CAR-RAE,,Female,,,,,,,956000 ...,ANDRES RIOMADEA GRANDE,,CAR-RAE'S SECRETS OF LOVE,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG211772-3.jpg|https://bernergarde.org/DB/photos/Dog/BG211772-3.jpg|https://bernergarde.org/DB/photos/Dog/BG211772-1.jpg|https://bernergarde.org/DB/photos/Dog/BG211772-2.jpg|https://bernergarde.org/DB/photos/Dog/BG211772-4.jpg,output/images/dog_211772_0.jpg|output/images/dog_211772_1.jpg|output/images/dog_211772_2.jpg|output/images/dog_211772_3.jpg|output/images/dog_211772_4.jpg,https://bernergarde.org/DB/Dog_Detail?DID=211772
59634,BELLA UMPHENOUR,,Female,,,,,,,,JAKE VON HESS,,CARTER'S KACIE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=59634
59634.0,BELLA UMPHENOUR,,Female,,,,,,,,JAKE VON HESS,,CARTER'S KACIE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=59634.0
83248,BELLA VON RANN,,Female,,,,,,,,BLOEMCO'S WINDMILL PUMPER,,BLUEBIRDIE VON ALPENTRAUM,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=83248
83248.0,BELLA VON RANN,,Female,,,,,,,,BLOEMCO'S WINDMILL PUMPER,,BLUEBIRDIE VON ALPENTRAUM,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=83248.0
173064,BELLE FROM THE HAPPY DOG'S FARM,,Female,,,,,,,,QAEY FROM THE HAPPY DOG'S FARM,,RAIZA FROM THE HAPPY DOG'S FARM,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=173064
173064.0,BELLE FROM THE HAPPY DOG'S FARM,,Female,,,,,,,,QAEY FROM THE HAPPY DOG'S FARM,,RAIZA FROM THE HAPPY DOG'S FARM,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=173064.0
160485.0,BELLE VON DÜRRBÄCHLERS HOF,,Female,,,,,,,,JOHN VON DER TREIBER,,EMMA-FLOOR VD BUUT VRIJ HOEVE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=160485.0
160485,BELLE VON DÜRRBÄCHLERS HOF,,Female,,,,,,,,JOHN VON DER TREIBER,,EMMA-FLOOR VD BUUT VRIJ HOEVE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=160485
71533.0,BELLES,,Male,,,,,,,,MOOLE MONTE FROM THE BARKING BUNCH,,WEBERS HOLLY BELLE RAY,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=71533.0
71533,BELLES,,Male,,,,,,,,MOOLE MONTE FROM THE BARKING BUNCH,,WEBERS HOLLY BELLE RAY,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=71533
71534,BELLES II,,Male,,,,,,,,MOOLE MONTE FROM THE BARKING BUNCH,,WEBERS HOLLY BELLE RAY,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=71534
71534.0,BELLES II,,Male,,,,,,,,MOOLE MONTE FROM THE BARKING BUNCH,,WEBERS HOLLY BELLE RAY,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=71534.0
69756,BELTHAZAR DELLA TORRE GENTILE,,Male,,,,,,,,HAMILTON DEGLI ANTICHI MULINI,,INDIRA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=69756
69756.0,BELTHAZAR DELLA TORRE GENTILE,,Male,,,,,,,,HAMILTON DEGLI ANTICHI MULINI,,INDIRA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=69756.0
166173.0,BEN V.'T BEEKE DUNKSKE,,Male,,,,,,,,ULF V HASENBACH,,SHEEBA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=166173.0
166173,BEN V.'T BEEKE DUNKSKE,,Male,,,,,,,,ULF V HASENBACH,,SHEEBA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=166173
112769.0,BENIVOLENS AUSTIN HEALEY,,Male,,,,,,,968000 ...,RIDON HENNET JAZZ,,MAROUSSIA QUEEN OF HEARTS,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=112769.0
112769,BENIVOLENS AUSTIN HEALEY,,Male,,,,,,,968000 ...,RIDON HENNET JAZZ,,MAROUSSIA QUEEN OF HEARTS,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=112769
202339,BENJI NINJA V.D. HENDRIKAHOEVE,,Male,,,,,,,,BANDIT BERNY FROM THE BARKING BUNCH,,I AM NINJA V SHAREL,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=202339
202339.0,BENJI NINJA V.D. HENDRIKAHOEVE,,Male,,,,,,,,BANDIT BERNY FROM THE BARKING BUNCH,,I AM NINJA V SHAREL,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=202339.0
202482.0,BENJI SANJA V.D. HENDRIKAHOEVE,,Male,,,,,,,,SILENT SIMON FROM THE BARKING BUNCH,,SANJA FLODDER V.D. HENDRIKAHOEVE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=202482.0
202482,BENJI SANJA V.D. HENDRIKAHOEVE,,Male,,,,,,,,SILENT SIMON FROM THE BARKING BUNCH,,SANJA FLODDER V.D. HENDRIKAHOEVE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=202482
22253.0,BENNO LARS V LINDENHOF,,Male,,,,,,,,LARS V REICHENBRUNNEN,,ELSE V ADLERHORST,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=22253.0
22253,BENNO LARS V LINDENHOF,,Male,,,,,,,,LARS V REICHENBRUNNEN,,ELSE V ADLERHORST,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=22253
206352,BENNY'S REMY OBSESSION,,Male,,,,,,,,REMY VAN BECKUM,,NORTHSTAR'S OBSESSION'S DELIGHT,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=206352
206352.0,BENNY'S REMY OBSESSION,,Male,,,,,,,,REMY VAN BECKUM,,NORTHSTAR'S OBSESSION'S DELIGHT,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=206352.0
55502,BENSON V BEARCREEK,,Male (neutered),,,,,,,,BASCO V HOFACHER,,LARA V BEARCREEK,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=55502
55502.0,BENSON V BEARCREEK,,Male (neutered),,,,,,,,BASCO V HOFACHER,,LARA V BEARCREEK,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=55502.0
116188,BENTLEY,,Male (neutered),,,,,,,,MOUNTAIN COMPANION GENERAL PATTEN,,,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG116188-1.jpg|https://bernergarde.org/DB/photos/Dog/BG116188-1.jpg,output/images/dog_116188_0.jpg|output/images/dog_116188_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=116188
116188.0,BENTLEY,,Male (neutered),,,,,,,,MOUNTAIN COMPANION GENERAL PATTEN,,,,,,,,,,,,,,,https://bernergarde.org/DB/photos/Dog/BG116188-1.jpg|https://bernergarde.org/DB/photos/Dog/BG116188-1.jpg,output/images/dog_116188_0.jpg|output/images/dog_116188_1.jpg,https://bernergarde.org/DB/Dog_Detail?DID=116188.0
92203.0,BENTLEY HOYLE,,Male,,,,,,,,TUFF ENUF LOUIE,,MISS ROSIE MUFFIN,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=92203.0
92203,BENTLEY HOYLE,,Male,,,,,,,,TUFF ENUF LOUIE,,MISS ROSIE MUFFIN,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=92203
121175.0,BENTON,,Male,,,,,,,,SERENDIPITY'S MANLEY'S MIDNIGHT MISCHIEF,,STONEWALL MEGAN-MOLLY,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=121175.0
121175,BENTON,,Male,,,,,,,,SERENDIPITY'S MANLEY'S MIDNIGHT MISCHIEF,,STONEWALL MEGAN-MOLLY,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=121175
69746.0,BENUHR,,Male,,,,,,,,DUMBLEDOR DEGLI ANTICHI MULINI,,INDIRA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=69746.0
69746,BENUHR,,Male,,,,,,,,DUMBLEDOR DEGLI ANTICHI MULINI,,INDIRA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=69746
5009.0,BENY ALTAIR V KIELERSTAR,,Male (neutered),,,,,,,,ALTAIR OF HIDDEN VALLEY,,PIKE'S DONNAR V KIELER-STARR,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=5009.0
5009,BENY ALTAIR V KIELERSTAR,,Male (neutered),,,,,,,,ALTAIR OF HIDDEN VALLEY,,PIKE'S DONNAR V KIELER-STARR,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=5009
16337,BEOWULF OF THISTLEBRROOK,,Male (neutered),,,,,,,,BEV'S ROYAL SUN FENDI V BB,,COME SPRING'S ULA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=16337
16337.0,BEOWULF OF THISTLEBRROOK,,Male (neutered),,,,,,,,BEV'S ROYAL SUN FENDI V BB,,COME SPRING'S ULA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=16337.0
11754,BERGITA'S SAVANNAH,,Female,,,,,,,,BEV'S THOR ARTANZ OF MAINE,,HAFNER'S FRAULEIN BERGITA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=11754
11754.0,BERGITA'S SAVANNAH,,Female,,,,,,,,BEV'S THOR ARTANZ OF MAINE,,HAFNER'S FRAULEIN BERGITA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=11754.0
24733.0,BERLAB'S CELINE,,Female,,,,,,,,OBERLAND'S DON'T THINK TWICE,,VALLEVERDE'S NINA V OBERLAND,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=24733.0
24733,BERLAB'S CELINE,,Female,,,,,,,,OBERLAND'S DON'T THINK TWICE,,VALLEVERDE'S NINA V OBERLAND,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=24733
893,BERN VON WYEMEDE,,Male,,,,,,,,MARCO V KIESENTHAL,,WYEMEDE'S MARTA VON SABLEMATE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=893
893.0,BERN VON WYEMEDE,,Male,,,,,,,,MARCO V KIESENTHAL,,WYEMEDE'S MARTA VON SABLEMATE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=893.0
11507.0,BERN-HEART BIT OF HONEY,,Male,,,,,,,,SWISS STAR'S BLACK THUNDER,,SWISS STAR'S SARA BERN-HEART,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=11507.0
11507,BERN-HEART BIT OF HONEY,,Male,,,,,,,,SWISS STAR'S BLACK THUNDER,,SWISS STAR'S SARA BERN-HEART,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=11507
15005.0,BERNAMI CAITYA FOXIE,,Female,,,,,,,,MESANGES MORGAN,,FALLOUX DES MESANGES,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=15005.0
15005,BERNAMI CAITYA FOXIE,,Female,,,,,,,,MESANGES MORGAN,,FALLOUX DES MESANGES,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=15005
40315.0,BERNAMI FIONA GALIE,,Female,,,,,,,,CHAMAN DES VOLTIGEURS,,BERNAMI BACH BOFFIE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=40315.0
40315,BERNAMI FIONA GALIE,,Female,,,,,,,,CHAMAN DES VOLTIGEURS,,BERNAMI BACH BOFFIE,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=40315
40590,BERNAMI GALAGO JOLLY,,Female,,,,,,,,GASPARD DE CHAMBERNOIS,,MOLLY DES VOLTIGEURS,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=40590
40590.0,BERNAMI GALAGO JOLLY,,Female,,,,,,,,GASPARD DE CHAMBERNOIS,,MOLLY DES VOLTIGEURS,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=40590.0
60256,BERNAMI'S BIG BOOBER,,Male,,,,,,,,BAUERNHOFS RAMSES,,DIDI-REGENCIA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=60256
60256.0,BERNAMI'S BIG BOOBER,,Male,,,,,,,,BAUERNHOFS RAMSES,,DIDI-REGENCIA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=60256.0
66998.0,BERNAMI'S BIZTRO BONOFFY,,Male,,,,,,,,BAUERNHOFS RAMSES,,DIDI-REGENCIA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=66998.0
66998,BERNAMI'S BIZTRO BONOFFY,,Male,,,,,,,,BAUERNHOFS RAMSES,,DIDI-REGENCIA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=66998
54172.0,BERNAMI'S DETZIE DAMSEL,,Female,,,,,,,,HÖLLVIKENS ZORN,,DIZZIE BERNAMI,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=54172.0
54172,BERNAMI'S DETZIE DAMSEL,,Female,,,,,,,,HÖLLVIKENS ZORN,,DIZZIE BERNAMI,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=54172
52964,BERNAMI'S FA'MOUS FIGARO,,Male,,,,,,,,ZORRO I-V BERNAMI,,BERNAMI'S AROJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=52964
52964.0,BERNAMI'S FA'MOUS FIGARO,,Male,,,,,,,,ZORRO I-V BERNAMI,,BERNAMI'S AROJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=52964.0
54927.0,BERNAMI'S FLACH FONZY,,Male,,,,,,,,ZORRO I-V BERNAMI,,BERNAMI'S AROJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=54927.0
54927,BERNAMI'S FLACH FONZY,,Male,,,,,,,,ZORRO I-V BERNAMI,,BERNAMI'S AROJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=54927
54928,BERNAMI'S FOX FERDOW,,Male,,,,,,,,ZORRO I-V BERNAMI,,BERNAMI'S AROJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=54928
54928.0,BERNAMI'S FOX FERDOW,,Male,,,,,,,,ZORRO I-V BERNAMI,,BERNAMI'S AROJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=54928.0
54931.0,BERNAMI'S FOXIE FAZETTE,,Female,,,,,,,,ZORRO I-V BERNAMI,,BERNAMI'S AROJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=54931.0
54931,BERNAMI'S FOXIE FAZETTE,,Female,,,,,,,,ZORRO I-V BERNAMI,,BERNAMI'S AROJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=54931
15943,BERNAMI'S HAPPY HAIDIE,,Female,,,,,,,,TIROHEIMEN'S MC MONDAY,,BERNAMI'S AROJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=15943
15943.0,BERNAMI'S HAPPY HAIDIE,,Female,,,,,,,,TIROHEIMEN'S MC MONDAY,,BERNAMI'S AROJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=15943.0
62958.0,BERNAMI'S HIKITA HANNICKE,,Female,,,,,,,,TIROHEIMEN'S MC MONDAY,,BERNAMI'S AROJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=62958.0
62958,BERNAMI'S HIKITA HANNICKE,,Female,,,,,,,,TIROHEIMEN'S MC MONDAY,,BERNAMI'S AROJA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=62958
57328,BERNAMI'S IROZ IARGO,,Male,,,,,,,,ZORRO I-V BERNAMI,,BERNERSTALLEN'S ATACHA BERNAMI,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=57328
57328.0,BERNAMI'S IROZ IARGO,,Male,,,,,,,,ZORRO I-V BERNAMI,,BERNERSTALLEN'S ATACHA BERNAMI,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=57328.0
57329,BERNAMI'S IVORY IZIE,,Female,,,,,,,,ZORRO I-V BERNAMI,,BERNERSTALLEN'S ATACHA BERNAMI,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=57329
57329.0,BERNAMI'S IVORY IZIE,,Female,,,,,,,,ZORRO I-V BERNAMI,,BERNERSTALLEN'S ATACHA BERNAMI,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=57329.0
66870.0,BERNAMI'S REX RIWER,,Male,,,,,,,,DALALEDS FRITJOF AV JAMES-BOND,,BERNAMI'S KIWAH O'HARA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=66870.0
66870,BERNAMI'S REX RIWER,,Male,,,,,,,,DALALEDS FRITJOF AV JAMES-BOND,,BERNAMI'S KIWAH O'HARA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=66870
89689.0,BERNAMI'S ÅRISTO,,Male,,,,,,,,BAMSE,,RYDBOKULLES BARONEZZA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=89689.0
89689,BERNAMI'S ÅRISTO,,Male,,,,,,,,BAMSE,,RYDBOKULLES BARONEZZA,,,,,,,,,,,,,https://bernergarde.org/DB/images/NoPhoto2.jpg,,https://bernergarde.org/DB/Dog_Detail?DID=89689
